0.34589,0.3052,0.14063,0.06568,0.10388,0.17971,0.32218,0.35395,0.13214,0.04776,0.05091,0.02724,0.02308,0.00859,0.00341,0.00452
0.23875,0.55192,0.30783,0.09922,0.03436,0.11672,0.25383,0.39423,0.32591,0.12889,0.04271,0.02999,0.01985,0.01058,0.00488,0.00379
0.12034,0.32454,0.9329,0.28929,0.04491,0.03498,0.09201,0.23285,0.35849,0.19582,0.05983,0.01728,0.01518,0.01052,0.00756,0.00372
0.07228,0.1201,0.37913,0.82039,0.1466,0.04406,0.02673,0.11239,0.23972,0.32692,0.16667,0.03886,0.02157,0.01184,0.00464,0.00324
0.17734,0.08576,0.09169,0.3657,0.92416,0.24495,0.04812,0.02297,0.12715,0.33557,0.23857,0.0817,0.02092,0.00546,0.0065,0.00404
0.45243,0.16998,0.06211,0.10475,0.27517,0.84992,0.2078,0.04611,0.02405,0.07475,0.16464,0.0862,0.04009,0.01223,0.00223,0.00741
0.62702,0.52468,0.25702,0.05585,0.07511,0.21904,0.71112,0.21012,0.07117,0.02506,0.04394,0.0614,0.0596,0.01217,0.00684,0.00395
0.73591,0.96491,0.68194,0.2596,0.05109,0.06797,0.19129,0.91193,0.19499,0.05309,0.03966,0.02826,0.0463,0.02822,0.01312,0.00437
0.41518,0.81917,0.96147,0.55579,0.1616,0.06376,0.11904,0.23175,0.80591,0.20688,0.05569,0.01271,0.03642,0.04144,0.0162,0.00929
0.27201,0.56225,0.77852,0.90483,0.45015,0.14538,0.0628,0.13713,0.2398,0.79159,0.21459,0.04665,0.02393,0.018,0.01473,0.0212
0.48364,0.39411,0.58432,0.67513,0.55997,0.34835,0.17583,0.09594,0.12933,0.25174,0.70951,0.18751,0.04928,0.01882,0.01839,0.02929
0.76923,0.746,0.44245,0.55909,0.43634,0.50844,0.41935,0.15667,0.07858,0.19293,0.31154,0.72937,0.20688,0.07572,0.01334,0.03124
1.01372,0.90519,0.56541,0.50433,0.31494,0.39579,0.49849,0.36794,0.18906,0.09784,0.19618,0.29967,0.72898,0.16741,0.04042,0.00914
0.60626,0.85607,0.66686,0.34449,0.26058,0.26517,0.42724,0.45217,0.37406,0.12393,0.14729,0.1714,0.17874,0.5473,0.10866,0.01891
0.31773,0.83984,0.61894,0.4941,0.10338,0.23441,0.19357,0.38398,0.36063,0.26147,0.20269,0.09803,0.16237,0.17073,0.34689,0.10524
0.31344,0.40063,0.53959,0.43793,0.1229,0.09807,0.12783,0.25194,0.25108,0.23453,0.27699,0.12093,0.05313,0.09305,0.07201,0.12458
